Reference	ID	Tags	Quote	Occurrence	Question	Response
20:7-8	bk99	application			Why do you think the Babylonians were able to destroy the Temple in Jerusalem?	The Temple was the place where God stayed with the Israelites. However, God did not stay with them because they sinned against him and worshiped other gods. Therefore, God left the Temple and allowed the Babylonians to destroy it.
20:10	ylck	application			Why did the prophets say that the Israelites would only be in exile for 70 years?	God decided to allow the Jews to return to Judah after 70 years in exile in Babylon. He also decided to cause Cyrus and the Persians to defeat Babylon in order to let the Jews leave and go home to Judah. Since God knew beforehand that he was going to do this, he sent his prophets to tell the Jews that he would do these things.
20:12	g9ds	application			How were the Jews able to rebuild the Temple?	God provided everything the Jews needed to rebuild the Temple. He even caused Cyrus, the king of the Persians, to give them the money they needed to rebuild the Temple. God wanted to live with his people there again. So he made it possible for them to rebuild the Temple where he would live with them.
20:1-13	b11c	summary				The people in both of the kingdoms refused to believe that God would punish them. Even after God sent the Assyrians to destroy the kingdom of Israel, the people in the kingdom of Judah refused to repent and obey God. Therefore, God sent the Babylonians to destroy them as well. They were in exile in Babylon for 70 years before God caused a new king to allow them to return to Jerusalem. God made it possible for them to rebuild the Temple and the city of Jerusalem and to worship him there again.
21:1	ndia	meaning			Who would crush the snake’s head?	The Messiah, a descendant of Eve, would crush the snake’s head (See: [21:1](21/01)).
21:2	uujj	meaning			Who were the people whom the Messiah would save?	The Messiah would save people out of every people group in the world (See: [21:2](21/02)).
21:5	qdwg	meaning			How would the New Covenant be different than the old covenant?	In the New Covenant, people would know God personally. They would love him and want to obey his laws. His law would be written on their hearts (See: [21:5](21/05)).
21:7	mkx8	meaning			What perfect sacrifice would the Messiah offer to God?	The Messiah would offer himself as a perfect sacrifice to God (See: [21:7](21/07)).
21:9	u3ju	meaning			What did the prophets say about the birth of the Messiah?	The prophets said the Messiah would be born of a virgin in the town of Bethlehem (See: [21:9](21/09)).
21:11	h6l3	meaning			According to the prophet Isaiah, how would people receive the Messiah?	The prophet Isaiah said people would hate the Messiah and refuse to accept him. His friend would turn against him, and the people would kill him (See: [21:11](21/11)).
21:13	n5e7	meaning			According to the prophets, why would the Messiah die?	The Messiah would die because God would punish him for other people’s sins. He would die so they could have peace with God (See: [21:13](21/13)).
21:14	tuvk	meaning			What would God do for the Messiah after he died?	The prophets said God would raise the Messiah from the dead (See: [21:14](21/14)).
21:15	vmrr	meaning			After the prophets finished speaking about the Messiah, how much time passed before God send him into the world?	God sent the Messiah into the world 400 years after the prophets last spoke about him (See: [21:15](21/15)).
21:1	jlo2	application			Why do you think God spoke about the Messiah to Adam and Eve, even though God would not send the Messiah for a very long time?	When he first created the world, God already planned to send the Messiah to save us from our sins. Therefore, he began to tell people about the Messiah from the very beginning.
21:2	fnag	application			Abraham’s descendants were the Jews, who are God’s chosen people. Why is it significant that God told Abraham that he would bless all the people groups of the world through him?	God never planned to save only the Jews. Rather, from the very beginning, his plan was to save people from every people group in the world. However, God told Abraham that God would bless all these people through a Jewish descendant of Abraham. This descendant would be the Messiah.
21:5	m9ee	application			The New Covenant will be written on people’s hearts. Why is this important?	The old covenant was written on tables of stone and paper. Even the Jews who received it often forgot about it and did not obey it. But God will write the New Covenant within people so they cannot forget it. Because God will change their hearts, people will obey the New Covenant. They will willingly worship and serve God.
21:7	i98z	application			Why should we be encouraged that the Messiah never has to make another sacrifice for sin?	The Messiah offered himself as a perfect sacrifice to God. God accepted his sacrifice in place of punishing us. Since his sacrifice was perfect, he never has to offer it again. That means God will never punish believers for their sins, since the sacrifice of the Messiah will always be enough to please God.
21:13	xq4a	application			The Messiah never sinned. Why did God allow people to kill him?	God wanted the Messiah to die because that was the only way God could forgive people’s sins. God is holy and cannot ignore when people sin. But God punished the Messiah in the place of other people so God would not have to punish them.
21:1-15	i3qg	summary				When God first created the world, he had already decided to send the Messiah to die for people’s sins. Throughout history, God has revealed to us what the Messiah would do. He promised Adam and Eve that the Messiah would destroy Satan. He told Abraham that the Messiah would bless all the people groups in the world. He told the prophets that the Messiah would be a perfect prophet, priest, and king. He would be born of a virgin and never sin. But people would hate him and kill him anyway. God would allow this to happen so that the Messiah could die and be punished in the place of other people.
